Рамірес,Рамирес,,,,1,
Рафаель,Рафаэль,,,,1,
Рафаїл,Рафаил,,,,1,
Раффін,Раффин,,,,1,
Рафік,Рафик,,,,1,
Рахім,Рахим,,,,1,
Раїса,Раиса,,,,1,
Регіна,Регина,,,,1,
Рей,Рэй,,,,1,
Реймонд,Рэймонд,,,,1,
Робін,Робин,,,,1,
Родрік,Родрик,,,,1,
Родіон,Родион,,,,1,
Розаліна,Розалина,,,,1,
Розалінда,Розалинда,,,,1,
Розалія,Розалия,,,,1,
Романна,Романная,,,,1,
Ромко,Ромка,,,,1,
Руїз,Руиз,,,,1,
Руїс,Руис,,,,1,
Рінат,Ринат,,,,1,
Ріхард,Рихард,,,,1,
Річард,Ричард,,,,1,
Рішар,Ришар,,,,1,
Сабріна,Сабрина,,,,1,
Сабіна,Сабина,,,,1,
Сава,Савва,,,,1,
Савелій,Савелий,,,,1,
Савік,Савик,,,,1,
Самуель,Самуэль,,,,1,
Самуїл,Самуил,,,,1,
Самюель,Самюэль,,,,1,
Самійло,Самойло,,,,1,
Сан-Мартін,Сан-Мартин,,,,1,
Саїд,Саид,,,,1,
Світлана,Светлана,,,,1,
Сезарія,Сезария,,,,1,
Селін,Селин,,,,1,
Селіна,Селина,,,,1,
Сем,Сэм,,,,1,
Сергій,Сергей,,,,1,
Сигізмунд,Сигизмунд,,,,1,
Сидір,Сидор,,,,1,
Силантій,Силантий,,,,1,
Сильвія,Сильвия,,,,1,
Синтія,Синтия,,,,1,
Сміт,Смит,,,,1,
Соломійка,Соломийка,,,,1,
Софійка,Софийка,,,,1,
Софія,София,,,,1,
Сталін,Сталин,,,,1,
Станіслав,Станислав,,,,1,
Стефанія,Стефания,,,,1,
Стругацький,Стругацкий,,,,1,
Стів,Стив,,,,1,
Стівен,Стивен,,,,1,
Сімон,Симон,,,,1,
Таїса,Таиса,,,,1,
Тенгіз,Тенгиз,,,,1,
Теофіл,Теофил,,,,1,
Терезія,Терезия,,,,1,
Терентій,Терентий,,,,1,
Тиберій,Тиберий,,,,1,
Тимофій,Тимофей,,,,1,
Тихін,Тихон,,,,1,
Тиціан,Тициан,,,,1,
Тобіас,Тобиас,,,,1,
Томіслав,Томислав,,,,1,
Трохим,Трофим,,,,1,
Трістан,Тристан,,,,1,
Тібор,Тибор,,,,1,
Тіна,Тина,,,,1,
Тітмар,Титмар,,,,1,
Уленшпігель,Уленшпигель,,,,1,
Ульріх,Ульрих,,,,1,
Уляна,Ульяна,,,,1,
Улісс,Улисс,,,,1,
Фабіан,Фабиан,,,,1,
Фадей,Фаддей,,,,1,
Фатіма,Фатима,,,,1,
Фатіх,Фатих,,,,1,
Фаїна,Фаина,,,,1,
Февронія,Феврония,,,,1,
Федір,Федор,,,,1,
Фелікс,Феликс,,,,1,
Феміда,Фемида,,,,1,
Фенімор,Фенимор,,,,1,
Феодосій,Феодосий,,,,1,
Феофіл,Феофил,,,,1,
Фессалоніка,Фессалоника,,,,1,
Флоріан,Флориан,,,,1,
Фредерік,Фредерик,,,,1,
Френк,Фрэнк,,,,1,
Фріда,Фрида,,,,1,
Фріц,Фриц,,,,1,
Фідель,Фидель,,,,1,
Філ,Фил,,,,1,
